64 4201237952.0 4182602624.0 4126824448.0 4109092800.0 4172951488.0
192 12599427072.0 12417208320.0 12413276160.0 12605159424.0 12730694976.0
320 21391298560.0 21023595840.0 21322667200.0 21215068160.0 21267585600.0
448 29556214912.0 29556915136.0 29236018560.0 29569861888.0 29590923264.0
576 42098846976.0 40633785792.0 41591821248.0 41219610624.0 41932779264.0
704 60866770624.0 62744492096.0 62276910784.0 62696192768.0 62651005120.0
832 88537389824.0 88324833792.0 88472115264.0 88167494272.0 88769924672.0
960 118478926080.0 119163041280.0 118885455360.0 118896347520.0 118805754240.0
1088 152872265536.0 152786523520.0 152880744320.0 152740210624.0 153258391296.0
1216 191846351296.0 189253715264.0 193922558208.0 193776478912.0 187804993536.0
1344 238009605120.0 235215716736.0 234452438976.0 236148286080.0 236881079232.0
1472 261682294656.0 262767408896.0 262743332864.0 262723372544.0 262805655872.0
1500 268144509000.0 268120479000.0 268112704500.0 268055134500.0 268032670500.0
