64 135976.0 139220.0 146636.0 143185.0 101367.0
192 157881.0 158971.0 167437.0 165802.0 156282.0
320 132167.0 134874.0 114936.0 146553.0 115338.0
448 52844.6 120163.0 135623.0 147622.0 134752.0
576 154586.0 153965.0 147014.0 152888.0 149758.0
704 144617.0 167511.0 167001.0 165868.0 150367.0
832 142518.0 159658.0 155926.0 146200.0 158620.0
960 173685.0 172594.0 168753.0 168719.0 176265.0
1088 167441.0 177156.0 171690.0 169761.0 173867.0
1216 176619.0 176485.0 176004.0 177544.0 176775.0
1344 184755.0 187791.0 188035.0 185094.0 178884.0
1472 198624.0 178332.0 197169.0 198296.0 195022.0
1500 190951.0 190875.0 188565.0 189791.0 188678.0
